,certified,model,mileage,price,monthly,dealer,review,rating
1153,Used,2021 Toyota Tacoma TRD Off Road,"38,393 mi.","$34,500","Great Deal | $1,440 under","
Sheehy Ford Lincoln of Gaithersburg
","(3,369 reviews)",4.9
1154,New,2023 Buick Envision FWD Avenir,N/A,"$47,305",N/A,"
Classic Buick GMC Beaumont
",N/A,N/A
1155,Used,2015 Kia Sorento LX,"138,459 mi.","$9,988",Good Deal,"
Fitzgerald Subaru of Gaithersburg
",(119 reviews),N/A
1156,Used,2022 Buick Enclave Premium,"37,352 mi.","$36,755",Great Deal | $834 under,"
Criswell Chevrolet Buick GMC of Gaithersburg
","(2,081 reviews)",4.8
1157,Used,2020 BMW 840 i,"17,709 mi.","$56,304",Good Deal,"
BMW of Greensboro
",(3 reviews),N/A
1158,Used,2019 Chevrolet Traverse LT Leather,"47,083 mi.","$29,605",Good Deal,"
BMW of Greensboro
",(3 reviews),N/A
1159,Used,2022 Lexus RX 350 F SPORT Handling,"16,178 mi.","$50,658",Good Deal | $446 under,"
BMW of Greensboro
",(3 reviews),N/A
1160,Used,2020 Mazda Mazda6 Touring,"61,471 mi.","$20,688",Good Deal,"
Rick Case Mazda of Duluth
",(746 reviews),4.5
1161,Used,2022 Ford Maverick XLT,"57,549 mi.","$29,499",Good Deal,"
Greensboro Chrysler Dodge Jeep Ram
",(2 reviews),N/A
1162,Lincoln Certified,2020 Lincoln Aviator Reserve AWD,"40,937 mi.","$45,900",Fair Deal,"
Hennessy Ford Lincoln Atlanta
",(866 reviews),3.9
1163,Lincoln Certified,2022 Lincoln Navigator L Black Label,"5,574 mi.","$90,900",Good Deal,"
Hennessy Ford Lincoln Atlanta
",(866 reviews),3.9
1164,Used,2023 Land Rover Defender 90 V8,"4,179 mi.","$92,787",Good Deal,"
Hennessy Jaguar Land Rover Gwinnett
",(186 reviews),3.7
1165,Used,2015 Audi Q5 3.0T Prestige,"80,170 mi.","$18,695",Good Deal,"
Trust Auto
",(466 reviews),4.4
1166,Used,2020 Ford F-250 Lariat,"13,821 mi.","$66,995","Great Deal | $2,562 under","
Trust Auto
",(466 reviews),4.4
1167,Used,2020 MINI Clubman Cooper S ALL4,"18,434 mi.","$28,795",Good Deal | $255 under,"
Trust Auto
",(466 reviews),4.4
1168,Used,2018 Audi S5 3.0T Premium Plus,"56,245 mi.","$37,995",Fair Deal,"
Trust Auto
",(466 reviews),4.4
1169,Used,2017 Chevrolet Tahoe Premier,"69,832 mi.","$38,195","Great Deal | $1,294 under","
Trust Auto
",(466 reviews),4.4
1170,Used,2016 BMW M235 i xDrive,"32,581 mi.","$29,895",Good Deal,"
Trust Auto
",(466 reviews),4.4
1171,Used,2022 GMC Sierra 1500 Pro,"13,346 mi.","$39,895","Great Deal | $1,630 under","
Trust Auto
",(466 reviews),4.4
1172,Used,2020 Land Rover Discovery HSE,"35,231 mi.","$42,500",Good Deal,"
Smart Chevrolet Buick GMC
",(41 reviews),N/A
1173,Used,2017 Ford Explorer XLT,"52,587 mi.","$23,700",Good Deal | $210 under,"
Keith Hawthorne Ford of Belmont
",(404 reviews),3.7
1174,Used,2022 Ford F-250 Super Duty,"47,393 mi.","$61,900",Fair Deal,"
Keith Hawthorne Ford of Belmont
",(404 reviews),3.7
1175,New,2023 Hyundai Sonata SEL,N/A,"$30,766",N/A,"
Suntrup Hyundai South
",N/A,N/A
1176,Used,2017 RAM 1500 Tradesman,"41,230 mi.","$27,500",Good Deal,"
Keith Hawthorne Ford of Belmont
",(404 reviews),3.7
1177,Used,2019 Ford Explorer XLT,"38,555 mi.","$27,500",Good Deal,"
Keith Hawthorne Ford of Belmont
",(404 reviews),3.7
1178,Used,2022 Ford Bronco Outer Banks,"10,806 mi.","$52,700",Good Deal,"
Keith Hawthorne Ford of Belmont
",(404 reviews),3.7
1179,Used,2021 Tesla Model S Plaid,"31,955 mi.","$79,900",Good Deal,"
Keith Hawthorne Ford of Belmont
",(404 reviews),3.7
1180,Used,2017 Ford Mustang GT Premium,"61,424 mi.","$27,900",Good Deal,"
Subaru of Gwinnett
","(4,763 reviews)",4.6
1181,INFINITI Certified,2022 INFINITI Q50 SENSORY,"11,576 mi.","$35,988","Great Deal | $2,183 under","
INFINITI of Gwinnett
","(2,644 reviews)",4.9
1182,INFINITI Certified,2022 INFINITI QX55 ESSENTIAL,"22,738 mi.","$42,500",Good Deal,"
INFINITI of Gwinnett
","(2,644 reviews)",4.9
1183,BMW Certified,2021 BMW X6 sDrive40i,"29,200 mi.","$62,988","Great Deal | $5,395 under","
BMW of Gwinnett Place
",(970 reviews),4.8
1184,Used,2018 Porsche Cayenne ,"81,094 mi.","$34,944",Good Deal,"
BMW of Gwinnett Place
",(970 reviews),4.8
1185,Used,2018 Lexus LS 500 F Sport,"62,385 mi.","$45,441",Good Deal,"
BMW of Gwinnett Place
",(970 reviews),4.8
1186,Mercedes-Benz Certified,2022 Mercedes-Benz GLE 450 4MATIC,"11,234 mi.","$64,998",Good Deal,"
Mercedes-Benz of Atlanta Northeast
","(2,079 reviews)",4.7
1187,Porsche Certified,2022 Porsche 911 Carrera GTS,"1,862 mi.","$178,501","Good Deal | $2,287 under","
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1188,Porsche Certified,2018 Porsche Macan Turbo,"88,394 mi.","$38,072","Great Deal | $5,518 under","
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1189,Porsche Certified,2021 Porsche 718 Spyder Base,"13,266 mi.","$132,591",Good Deal,"
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1190,Porsche Certified,2020 Porsche 911 Carrera 4S,"11,116 mi.","$145,108","Good Deal | $1,290 under","
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1191,Porsche Certified,2022 Porsche Cayenne Turbo,"15,827 mi.","$129,733",Good Deal,"
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1192,Porsche Certified,2021 Porsche 718 Spyder Base,"16,352 mi.","$118,099",Fair Deal,"
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1193,Porsche Certified,2020 Porsche Cayenne S Coupe AWD,"43,586 mi.","$67,699",Good Deal,"
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1194,Porsche Certified,2023 Porsche Macan T,"3,234 mi.","$61,192","Good Deal | $1,188 under","
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1195,Porsche Certified,2020 Porsche Cayenne Turbo,"66,247 mi.","$75,995",Good Deal,"
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1196,New,2023 Nissan Maxima Platinum,N/A,"$43,997",N/A,"
Zeigler Nissan of Orland Park
",N/A,N/A
1197,Porsche Certified,2020 Porsche Cayenne Turbo,"66,247 mi.","$75,995",Good Deal,"
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1198,Porsche Certified,2018 Porsche 911 GT3,"9,964 mi.","$194,849","Great Deal | $4,489 under","
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1199,Used,2016 Chevrolet Colorado LT,"56,763 mi.","$23,873","Great Deal | $2,318 under","
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1200,Porsche Certified,2020 Porsche 911 Carrera S,"23,685 mi.","$123,143",Good Deal,"
Porsche Atlanta Perimeter
","(2,997 reviews)",4.7
1201,Used,2004 Chevrolet Corvette Base,"64,588 mi.","$17,888","Great Deal | $1,478 under","
Jim Ellis Chevrolet of Atlanta
","(3,887 reviews)",4.5
1202,Used,2020 Honda Civic Sport,"20,296 mi.","$24,000",Fair Deal,"
Heritage Honda of Westminster
","(3,011 reviews)",4.9
1203,Used,2012 Ford F-150 XLT,"205,001 mi.","$12,049",Fair Deal,"
Mark Allen Buick GMC
",(205 reviews),4.6
1204,Used,2021 GMC Yukon XL SLT,"61,352 mi.","$50,850",Good Deal,"
Jim Ellis Buick GMC
","(1,505 reviews)",4.4
1205,Used,2007 Chevrolet Corvette Base,"49,111 mi.","$30,000",Fair Deal,"
Victory Chevrolet
",(481 reviews),3.5
1206,Used,2020 Porsche Cayenne Base,"37,527 mi.","$53,495","Great Deal | $4,776 under","
Gravity Autos Atlanta
",(529 reviews),4.5
1207,Used,2019 Audi A7 3.0T Premium Plus,"36,114 mi.","$42,590",Great Deal | $998 under,"
Gravity Autos Atlanta
",(529 reviews),4.5
1208,Used,2022 Ford Mustang GT Premium,"2,950 mi.","$44,991","Great Deal | $4,022 under","
Gravity Autos Atlanta
",(529 reviews),4.5
1209,Volvo Certified,2023 Volvo XC60 B5 Plus Bright Theme,"5,688 mi.","$44,996",Good Deal,"
Dyer & Dyer Volvo Cars
",(772 reviews),4.8
1210,Volvo Certified,2023 Volvo XC60 B5 Ultimate Bright Theme,"4,491 mi.","$47,996",Good Deal,"
Dyer & Dyer Volvo Cars
",(772 reviews),4.8
1211,Used,2010 Toyota Highlander Base,"77,855 mi.","$13,890",Good Deal,"
Motorcars of Gaithersburg
",(5 reviews),N/A
1212,Used,2022 Ford Bronco Outer Banks Advanced,"4,884 mi.","$57,000",Good Deal | $187 under,"
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1213,Used,2015 Buick Regal GS,"80,427 mi.","$14,500",Fair Deal,"
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1214,Used,2023 Ford F-150 Lightning Platinum,"3,183 mi.","$87,500",Good Deal,"
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1215,Used,2022 Ford Escape PHEV SE,"8,886 mi.","$32,000","Great Deal | $6,292 under","
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1216,Used,2021 Dodge Challenger R/T Scat Pack,"7,141 mi.","$43,000",Good Deal,"
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1217,New,2023 Kia Sportage Plug-In Hybrid X-Line,N/A,"$40,905",N/A,"
Kia of Cerritos
",N/A,N/A
1218,Used,2022 Porsche 911 Turbo,"3,817 mi.","$239,000","Good Deal | $2,599 under","
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1219,Used,2019 Toyota Tundra SR5,"55,560 mi.","$31,500",Good Deal | $446 under,"
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1220,Used,2020 Ford F-150 Lariat,"34,031 mi.","$42,500",Good Deal,"
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1221,Used,2022 Ford Maverick Lariat,"8,308 mi.","$37,000",Good Deal | $309 under,"
Ted Britt Ford - We Will Buy Your Car
",(305 reviews),N/A
1222,Used,2021 Jeep Grand Cherokee L Summit,"15,644 mi.","$54,500",Good Deal,"
Len Stoler Chrysler Dodge Jeep RAM
",(907 reviews),4.8
1223,Used,2022 Honda Pilot Sport,"2,952 mi.","$37,995",Good Deal,"
Rosenthal Fairfax Honda
",(908 reviews),4.6
1224,Honda Certified,2022 Honda Accord Sport 1.5T,"4,077 mi.","$27,995",Good Deal | $496 under,"
Rosenthal Fairfax Honda
",(908 reviews),4.6
1225,Used,2020 Land Rover Range Rover Velar S,"20,280 mi.","$42,695","Great Deal | $4,857 under","
Rosenthal Fairfax Honda
",(908 reviews),4.6
1226,Used,2021 Acura TLX A-Spec,"25,831 mi.","$36,895",Good Deal,"
Rosenthal Fairfax Honda
",(908 reviews),4.6
1227,Used,2020 Acura RDX Technology Package,"25,430 mi.","$32,995","Great Deal | $3,129 under","
Rosenthal Fairfax Honda
",(908 reviews),4.6
1228,Used,2021 BMW 530 i xDrive,"20,284 mi.","$36,995",Good Deal | $691 under,"
Rosenthal Fairfax Honda
",(908 reviews),4.6
1229,Used,2014 Lexus CT 200h Base,"103,910 mi.","$13,999",Good Deal,"
Global Auto Gallery of Lawrenceville
",(0 reviews),N/A
1230,Used,2014 Subaru XV Crosstrek 2.0i Limited,"114,055 mi.","$12,995","Great Deal | $2,553 under","
Lehman's Automotive
",(0 reviews),N/A
1231,Used,2013 GMC Terrain Denali,"118,597 mi.","$11,995",Great Deal | $626 under,"
Lehman's Automotive
",(0 reviews),N/A
1232,Used,2020 Nissan Armada SV,"44,243 mi.","$29,175",Good Deal | $477 under,"
Ourisman Fairfax Kia
",(237 reviews),1.7
1233,Used,2020 Lexus UX 250h Base,"47,844 mi.","$28,495",Good Deal | $436 under,"
Ourisman Fairfax Kia
",(237 reviews),1.7
1234,Used,2019 Lexus ES 350 350,"19,168 mi.","$32,495",Great Deal | $742 under,"
Ourisman Fairfax Kia
",(237 reviews),1.7
1235,Used,2019 Tesla Model 3 Standard Range Plus,"17,527 mi.","$29,375",Good Deal,"
Ourisman Fairfax Kia
",(237 reviews),1.7
1236,Used,2012 Kia Forte EX,"114,451 mi.","$7,993",Good Deal,"
Hudson Autoworks LLC
",(3 reviews),N/A
1237,Used,2008 Saturn Sky Base,"55,325 mi.","$11,999",Good Deal,"
Buyavette
",(146 reviews),4.2
1238,New,2023 Jeep Grand Wagoneer L Series III,N/A,"$110,479",N/A,"
Forest Lane Chrysler Dodge Jeep Ram
",N/A,N/A
1239,Used,2013 Chevrolet Avalanche LT,"68,707 mi.","$23,000","Great Deal | $1,257 under","
Farrish Subaru
",(300 reviews),4.5
1240,Used,2022 Cadillac Escalade Premium Luxury Platinum,"18,848 mi.","$97,899",Good Deal,"
Jim McKay Chevrolet
",(296 reviews),2.5
1241,GMC Certified,2020 GMC Yukon Denali,"38,914 mi.","$54,999",Good Deal,"
Jim McKay Chevrolet
",(296 reviews),2.5
1242,Used,2021 Lexus ES 350 F Sport,"53,341 mi.","$34,119",Good Deal,"
Ourisman Lexus
",(11 reviews),N/A
1243,Used,2022 Lexus ES 350 F Sport,"28,049 mi.","$41,650",Good Deal | $348 under,"
Ourisman Lexus
",(11 reviews),N/A
1244,Used,2022 Lexus LX 600 F SPORT,"10,093 mi.","$111,488",Good Deal,"
Ourisman Lexus
",(11 reviews),N/A
1245,Used,2020 Jeep Wrangler Sport,"22,095 mi.","$31,100","Great Deal | $2,997 under","
Manchester Motors
",(359 reviews),4.8
1246,Used,2014 Toyota Corolla L,"156,699 mi.","$10,981",Fair Deal,"
MemberCar
",(590 reviews),4.7
1247,Used,2016 Land Rover Range Rover 5.0L Supercharged Autobiography,"50,472 mi.","$46,981",Good Deal,"
MemberCar
",(590 reviews),4.7
1248,Used,2017 Chevrolet Malibu Hybrid Hybrid,"142,168 mi.","$10,981",Fair Deal,"
MemberCar
",(590 reviews),4.7
1249,Used,2018 Mercedes-Benz AMG E 63 S 4MATIC,"48,700 mi.","$66,981",Fair Deal,"
MemberCar
",(590 reviews),4.7
1250,Used,2023 Chevrolet Corvette Stingray w/3LT,"1,216 mi.","$96,250",Good Deal,"
Koons Tysons Toyota
","(1,975 reviews)",4.5
1251,Used,2013 Chevrolet Corvette 427,"6,525 mi.","$59,451","Great Deal | $7,572 under","
John Thornton Chevrolet
","(2,912 reviews)",4.6
1252,Used,2021 Chevrolet Tahoe LT,"69,775 mi.","$45,491","Great Deal | $1,621 under","
John Thornton Chevrolet
","(2,912 reviews)",4.6
1253,Chevrolet Certified,2021 Chevrolet Tahoe Premier,"51,883 mi.","$57,421",Good Deal | $366 under,"
John Thornton Chevrolet
","(2,912 reviews)",4.6
1254,Audi Certified,2022 Audi SQ5 3.0T Premium Plus,"17,735 mi.","$48,700","Great Deal | $3,016 under","
Audi Tysons Corner
","(1,381 reviews)",4.9
1255,Used,2020 Mercedes-Benz E-Class E 450 4MATIC,"40,461 mi.","$40,840","Great Deal | $2,106 under","
Audi Tysons Corner
","(1,381 reviews)",4.9
1256,Audi Certified,2020 Audi S8 4.0T quattro,"26,133 mi.","$73,730",Good Deal | $930 under,"
Audi Tysons Corner
","(1,381 reviews)",4.9
1257,Used,2017 Ford Explorer sport,"117,913 mi.","$17,992",Great Deal | $535 under,"
Audi Tysons Corner
","(1,381 reviews)",4.9
1258,Used,2021 Audi RS 6 Avant 4.0T quattro,"10,782 mi.","$123,495",Good Deal | $375 under,"
Exclusive Automotive Group
",(114 reviews),4.5
1259,New,2023 Volkswagen Taos 1.5T S,N/A,"$24,720",Hot Car,"
Hendrick Volkswagen Frisco
",N/A,N/A
1260,Jeep Certified,2020 Jeep Grand Cherokee Laredo E,"41,634 mi.","$27,100","Great Deal | $1,037 under","
Farrish Chrysler Dodge Jeep RAM
","(1,204 reviews)",3.9
1261,Used,2012 Chevrolet Impala LTZ,"60,127 mi.","$10,498",Great Deal | $743 under,"
Greensboro Auto Center
",(2 reviews),N/A
1262,Used,2012 Acura TL 3.5,"88,000 mi.","$13,819",Great Deal | $225 under,"
Greensboro Auto Center
",(2 reviews),N/A
1263,Used,2020 Land Rover Range Rover P525 HSE LWB,"53,075 mi.","$73,435","Good Deal | $1,199 under","
Stohlman Volkswagen Subaru
","(1,461 reviews)",4.5
1264,Used,2020 Land Rover Range Rover Velar S R-Dynamic,"18,205 mi.","$49,500","Great Deal | $1,704 under","
Alfa Romeo of Tysons and Maserati of Tysons
",(279 reviews),4.6
1265,Used,2023 BMW 330e xDrive,"4,436 mi.","$42,500","Great Deal | $2,661 under","
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1266,Used,2021 Jeep Wrangler Unlimited Rubicon,"28,210 mi.","$45,500","Great Deal | $3,164 under","
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1267,Used,2023 Genesis G80 2.5T,"10,480 mi.","$50,000",Good Deal | $285 under,"
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1268,Used,2017 Chevrolet Corvette Stingray,"60,350 mi.","$41,500","Great Deal | $2,911 under","
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1269,Used,2021 Volvo XC90 T6 Inscription 7 Passenger,"10,921 mi.","$47,500",Good Deal,"
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1270,Used,2022 GMC Canyon Elevation,"14,717 mi.","$34,000",Great Deal | $637 under,"
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1271,Used,2020 RAM 2500 Longhorn,"30,305 mi.","$62,000",Good Deal,"
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1272,Dodge Certified,2022 Dodge Durango Citadel,"28,548 mi.","$41,000","Great Deal | $1,182 under","
Koons Tysons Chrysler Dodge Jeep RAM
",(919 reviews),3.9
1273,Used,2022 Genesis GV70 3.5T Sport,"13,346 mi.","$50,000",Good Deal,"
Koons of Tysons Chevrolet Buick GMC
","(1,142 reviews)",4.3
1274,Used,2015 INFINITI Q50 Base,"84,300 mi.","$18,800",Good Deal,"
Brooks Motorsports LLC
",(5 reviews),5.0
1275,Used,2013 Toyota Camry L,"191,535 mi.","$9,000",Fair Deal,"
Brooks Motorsports LLC
",(5 reviews),5.0
1276,Used,2017 Toyota Camry LE,"67,653 mi.","$18,000",Good Deal,"
Brooks Motorsports LLC
",(5 reviews),5.0
1277,Used,2019 Mercedes-Benz GLS 450 Base 4MATIC,"37,475 mi.","$43,967",Good Deal,"
Ourisman Chevrolet of Rockville - Curbside pickup and home delivery available
",(349 reviews),3.9
1278,Used,2022 GMC Yukon SLE,"17,191 mi.","$55,887",Good Deal | $657 under,"
Calavan Kia West
",(319 reviews),3.1
1279,Used,2020 Tesla Model Y Long Range,"36,805 mi.","$36,396",Fair Deal,"
Audi Rockville
","(1,759 reviews)",4.6
1280,New,2023 Toyota Tacoma TRD Pro,N/A,"$51,643",N/A,"
Spitzer Toyota
",N/A,N/A
1281,Used,2022 BMW X6 M Base,"10,250 mi.","$94,222",Good Deal | $547 under,"
BMW of Rockville
","(2,437 reviews)",4.6
1282,Used,2020 Volvo XC40 T5 Inscription,"42,337 mi.","$29,995",Good Deal,"
BMW of Rockville
","(2,437 reviews)",4.6
1283,Used,2019 Lexus RX 450h ,"35,525 mi.","$39,128","Great Deal | $1,495 under","
BMW of Rockville
","(2,437 reviews)",4.6
1284,Used,2021 BMW 430 i,"20,353 mi.","$48,425",Good Deal,"
BMW of Rockville
","(2,437 reviews)",4.6
1285,Honda Certified,2023 Honda Ridgeline RTL,"4,509 mi.","$40,489",Good Deal,"
Honda of Concord
","(3,837 reviews)",5.0
1286,Used,2011 Ferrari California Base,"29,451 mi.","$99,500","Great Deal | $6,647 under","
Car Connection Inc.
",(104 reviews),2.7
1287,Used,2017 BMW X6 xDrive35i,"59,696 mi.","$37,900",Good Deal,"
Car Connection Inc.
",(104 reviews),2.7
1288,Used,2004 Cadillac XLR Base,"72,381 mi.","$21,000",Great Deal | $480 under,"
Car Connection Inc.
",(104 reviews),2.7
1289,Used,2012 BMW 550 i xDrive,"92,282 mi.","$16,500",Fair Deal,"
Car Connection Inc.
",(104 reviews),2.7
1290,Used,2017 Lamborghini Huracan LP580-2,"15,525 mi.","$228,000",Good Deal | $465 under,"
Car Connection Inc.
",(104 reviews),2.7
1291,INFINITI Certified,2022 INFINITI QX80 PREMIUM SELECT,"4,995 mi.","$64,997","Good Deal | $1,196 under","
Jim Coleman INFINITI
",(354 reviews),4.2
1292,Used,2015 Land Rover Range Rover 5.0L Supercharged,"85,228 mi.","$29,450","Great Deal | $2,382 under","
AutoDot
",(138 reviews),4.9
1293,Used,2021 Honda Civic LX,"38,636 mi.","$19,990",Good Deal,"
AutoDot
",(138 reviews),4.9
1294,Used,2018 BMW 530 i xDrive,"43,685 mi.","$26,440",Great Deal | $495 under,"
AutoDot
",(138 reviews),4.9
1295,Used,2014 Toyota Prius Two,"158,373 mi.","$11,490",Fair Deal,"
AutoDot
",(138 reviews),4.9
1296,Used,2013 Mercedes-Benz CLS-Class CLS 550 4MATIC,"50,410 mi.","$25,660",Good Deal,"
AutoDot
",(138 reviews),4.9
1297,Used,2012 Toyota Camry LE,"62,789 mi.","$13,490",Good Deal,"
AutoDot
",(138 reviews),4.9
1298,Used,2015 BMW 535 i xDrive,"92,429 mi.","$16,990",Good Deal | $194 under,"
AutoDot
",(138 reviews),4.9
1299,Used,2010 Acura TL 3.5,"65,177 mi.","$14,440",Fair Deal,"
AutoDot
",(138 reviews),4.9
1300,Used,2016 Audi A6 2.0T Premium,"109,002 mi.","$14,450","Great Deal | $2,155 under","
AutoDot
",(138 reviews),4.9
1301,New,2023 RAM ProMaster 2500 High Roof,N/A,"$58,265",N/A,"
Turlock Chrysler Dodge Jeep Ram
",N/A,N/A
1302,Used,2014 Mercedes-Benz E-Class E 350 4MATIC,"75,089 mi.","$17,980",Good Deal | $123 under,"
AutoDot
",(138 reviews),4.9
1303,Used,2017 Porsche Cayenne E-Hybrid S,"97,609 mi.","$28,460","Great Deal | $1,079 under","
AutoDot
",(138 reviews),4.9
1304,Used,2018 Mercedes-Benz GLS 450 Base 4MATIC,"52,623 mi.","$34,660","Great Deal | $5,756 under","
AutoDot
",(138 reviews),4.9
1305,Used,2019 Toyota Tundra SR5,"13,679 mi.","$43,479",Good Deal,"
Toyota of York
",(617 reviews),4.1
1306,Used,2018 Volvo XC90 T6 Inscription,"88,016 mi.","$27,695",Good Deal,"
Toyota of York
",(617 reviews),4.1
1307,Used,2021 Land Rover Range Rover Velar R-Dynamic S,"17,548 mi.","$56,995",Good Deal | $932 under,"
Jaguar Land Rover Bethesda
",(885 reviews),4.7
1308,Used,2020 Land Rover Defender 110 First Edition,"23,716 mi.","$62,995","Great Deal | $1,548 under","
Jaguar Land Rover Bethesda
",(885 reviews),4.7
1309,Used,2019 Audi A8 L 3.0T,"65,762 mi.","$37,496",Good Deal,"
Jaguar Land Rover Bethesda
",(885 reviews),4.7
1310,Used,2020 Porsche Macan Base,"44,725 mi.","$42,897",Good Deal | $327 under,"
Royal Motor Company
",(4 reviews),N/A
1311,Used,2010 Volvo S80 T6,"98,958 mi.","$10,750",Fair Deal,"
DMV Auto Group
",(45 reviews),4.4
1312,Used,2012 Ford Fusion Hybrid Base,"90,920 mi.","$9,950",Good Deal,"
DMV Auto Group
",(45 reviews),4.4
1313,Used,2009 Cadillac STS V6,"49,364 mi.","$12,750",Fair Deal,"
DMV Auto Group
",(45 reviews),4.4
1314,Used,2021 Tesla Model 3 Performance,"14,522 mi.","$44,999","Great Deal | $1,759 under","
Davis-Moore Chrysler, Dodge, Jeep, Ram, Fiat
",(489 reviews),N/A
1315,Used,2016 Chevrolet Spark EV 1LT,"33,830 mi.","$10,970",Good Deal,"
Fitzgerald Buick GMC Rockville
",(123 reviews),4.5
1316,Used,2009 MINI Cooper ,"91,153 mi.","$7,233",Great Deal | $151 under,"
Frontier Auto Sales Inc.
",(296 reviews),4.9
1317,Used,2015 Jeep Wrangler Unlimited Altitude,"57,208 mi.","$29,990","Great Deal | $4,796 under","
Elite Auto Sales
",(28 reviews),2.6
1318,Used,2021 RAM 1500 Big Horn,"12,346 mi.","$39,000","Great Deal | $1,457 under","
Koons Woodbridge Ford
",(389 reviews),3.9
1319,Used,2023 Land Rover Range Rover P530 SE,"8,101 mi.","$154,996",Great Deal,"
McLaren Charlotte
",(22 reviews),N/A
1320,Used,2020 Audi S4 Premium Plus TFSI quattro Tiptronic,"36,320 mi.","$43,425",Good Deal | $568 under,"
Benton Nissan of Hoover
",(562 reviews),4.5
